,lgrg_importance,svc_importance,rfc_importance,mlp_importance,gbt_importance,bundle_measure,bundle_x,measure_x,measure_y,bundle_y
14,0.11811297061908478,0.12182464346890082,0.0008311170691990353,0.1216952236253671,1.4142684630340907e-08,b1_V15,b1,V15,RadiusOfEndRegion1,Arcuate_Fasciculus_L
15,0.10335800361995366,0.12765289016189318,0.0046596707088873875,0.16041276137786095,5.818414725517205e-06,b1_V16,b1,V16,IrregularityofEndRegion1,Arcuate_Fasciculus_L
16,0.08842848096015546,0.07959401164124777,0.0007510949706778829,0.16696227183497137,1.7630105220484658e-09,b1_V17,b1,V17,AreaOfEndRegion2,Arcuate_Fasciculus_L
17,0.09955234755721183,0.09971718316189448,0.0005655578773004393,0.15926805317757653,0.003268233819353567,b1_V18,b1,V18,RadiusOfEndRegion2,Arcuate_Fasciculus_L
18,0.09955234755721183,0.12020781393666848,0.0010800449844681468,0.20233319911391318,3.83273809274667e-10,b1_V19,b1,V19,IrregularityofEndRegion2,Arcuate_Fasciculus_L
19,0.11613233079803482,0.13929756266804993,0.0024364289471852756,0.13585553626401445,2.5636270945480935e-07,b1_V20,b1,V20,qa,Arcuate_Fasciculus_L
20,0.09955234755721183,0.1205568970854969,0.0007631588129217541,0.09500636584360353,1.4356891044672002e-09,b1_V21,b1,V21,nqa,Arcuate_Fasciculus_L
21,0.09955234755721183,0.12565612719947772,0.002594728512774181,0.1362384370255869,1.0809927009753842e-30,b1_V22,b1,V22,dti_fa,Arcuate_Fasciculus_L
22,0.09955234755721183,0.10561005240175216,0.0009283447226382316,0.15926805317757653,3.726315748310895e-07,b1_V23,b1,V23,md,Arcuate_Fasciculus_L
23,0.09955234755721183,0.11891993189911511,0.0009134810827296857,0.15886794678284716,9.571457936619129e-17,b1_V24,b1,V24,ad,Arcuate_Fasciculus_L
24,0.09955234755721183,0.09787918642888987,0.0008525930328069757,0.15926805317757653,6.958214500614829e-15,b1_V25,b1,V25,rd,Arcuate_Fasciculus_L
25,0.09955234755721183,0.10660316920779744,0.001509606228427281,0.15926805317757653,8.885053350260386e-07,b1_V26,b1,V26,gfa,Arcuate_Fasciculus_L
26,0.09955234755721183,0.09807436322390188,0.00021271844624152724,0.15926805317757653,2.346134311268632e-18,b1_V27,b1,V27,iso,Arcuate_Fasciculus_L
27,0.09955234755721183,0.09915453613060121,0.0,0.15926805317757653,5.77178485343498e-27,b1_V28,b1,V28,rdi,Arcuate_Fasciculus_L
28,0.09955234755721183,0.09931324814061072,0.0,0.15926805317757653,1.7224093458242175e-16,b1_V29,b1,V29,nrdi02L,Arcuate_Fasciculus_L
29,0.09955234755721183,0.0993690158478479,0.0,0.15926805317757653,2.8192474967990004e-26,b1_V30,b1,V30,nrdi04L,Arcuate_Fasciculus_L
30,0.09955234755721183,0.09955860614969014,0.0,0.15926805317757653,4.412538185260818e-10,b1_V31,b1,V31,nrdi06L,Arcuate_Fasciculus_L
31,0.09955234755721183,0.09320935391910745,0.0010185021606220273,0.15926805317757653,4.868150904396877e-09,b2_V1,b2,V1,NumberOfTracts,Arcuate_Fasciculus_R
32,0.09955234755721183,0.10565123675735263,0.0006417963825939366,0.15926805317757653,6.391520408892037e-16,b2_V2,b2,V2,MeanLength,Arcuate_Fasciculus_R
33,0.10571922433417374,0.13283603403265917,0.0002686575651376466,0.15926805317757653,1.1603379858965256e-17,b2_V3,b2,V3,Span,Arcuate_Fasciculus_R
34,0.09955234755721183,0.07520288002105802,0.000272116021868287,0.15815202853741223,2.1654909450324227e-06,b2_V4,b2,V4,Curl,Arcuate_Fasciculus_R
35,0.09955234755721183,0.10503215898257857,0.0026233384334048973,0.15926805317757653,4.3028564113535095e-12,b2_V5,b2,V5,Elongation,Arcuate_Fasciculus_R
36,0.09955234755721183,0.09347907014795344,0.002458863004806376,0.15926805317757653,0.029348951366273707,b2_V6,b2,V6,Diameter,Arcuate_Fasciculus_R
37,0.09955234755721183,0.08937501737915964,5.715731907090623e-05,0.15926805317757653,0.004127799096506557,b2_V7,b2,V7,Volume,Arcuate_Fasciculus_R
38,0.09314990021320443,0.08890734161391683,0.0029311608387885494,0.15926805317757653,9.356856844616948e-14,b2_V8,b2,V8,TrunkVolume,Arcuate_Fasciculus_R
39,0.09955234755721183,0.09857749903838355,0.0013483652458763772,0.15926805317757653,7.13139351771686e-07,b2_V9,b2,V9,BranchVolume,Arcuate_Fasciculus_R
40,0.09955234755721183,0.08698199379687836,0.0008007669300615788,0.15926805317757653,0.00043301606304015116,b2_V10,b2,V10,TotalSurfaceArea,Arcuate_Fasciculus_R
41,0.09955234755721183,0.10010310183341892,0.0016285823350178934,0.1551759628303068,2.4716907730570315e-12,b2_V11,b2,V11,TotalRadiusOfEndRegions,Arcuate_Fasciculus_R
42,0.09955234755721183,0.10389292922509431,0.00011044290432875694,0.15926805317757653,6.755732214581993e-10,b2_V12,b2,V12,TotalAreaOfEndRegions,Arcuate_Fasciculus_R
43,0.09955234755721183,0.08508024131475213,0.0004660243404982012,0.1564916016337524,8.327251009657174e-09,b2_V13,b2,V13,Irregularity,Arcuate_Fasciculus_R
44,0.14275407587632524,0.16705340740591776,0.001333739627375661,0.21706800979325025,1.078006317297061e-11,b2_V14,b2,V14,AreaOfEndRegion1,Arcuate_Fasciculus_R
45,0.08385076003703713,0.09315991935031362,0.0007563473922846013,0.1300164820180491,1.5052675961911672e-17,b2_V15,b2,V15,RadiusOfEndRegion1,Arcuate_Fasciculus_R
46,0.09955234755721183,0.09062354149645876,0.00090391789200005,0.1590619998477378,6.215123805331017e-07,b2_V16,b2,V16,IrregularityofEndRegion1,Arcuate_Fasciculus_R
47,0.035126210340007104,0.03684868213968965,0.005379044481117773,0.18042463817537732,0.0003262411032951652,b2_V17,b2,V17,AreaOfEndRegion2,Arcuate_Fasciculus_R
48,0.1017566547413166,0.10317552549056806,0.0006673519648455503,0.12561965698771815,8.799157599599819e-20,b2_V18,b2,V18,RadiusOfEndRegion2,Arcuate_Fasciculus_R
49,0.10549384952349834,0.10618585959887866,0.006941249006099931,0.1563192075836455,8.43254070002285e-09,b2_V19,b2,V19,IrregularityofEndRegion2,Arcuate_Fasciculus_R
50,0.1500580126085389,0.16510274766670052,0.011642024260949853,0.14846966571716372,1.206103350510997e-06,b2_V20,b2,V20,qa,Arcuate_Fasciculus_R
51,0.10910759458707665,0.13214534035083367,0.00019688027888020604,0.08694705503887187,2.101458101266059e-07,b2_V21,b2,V21,nqa,Arcuate_Fasciculus_R
52,0.11484677478820945,0.1356322232198915,0.0036638061814837867,0.1540386799346744,0.007505876676400196,b2_V22,b2,V22,dti_fa,Arcuate_Fasciculus_R
53,0.09955234755721183,0.10260836756301538,0.0023287650932973837,0.15909565912747003,0.0002002524421298505,b2_V23,b2,V23,md,Arcuate_Fasciculus_R
54,0.09955234755721183,0.1268801445409579,0.0004974776339107497,0.15796997573746885,4.682075399264106e-06,b2_V24,b2,V24,ad,Arcuate_Fasciculus_R
55,0.096141757146231,0.0894642271623838,0.0010722680922977804,0.16491168997580716,1.1834437086347675e-09,b2_V25,b2,V25,rd,Arcuate_Fasciculus_R
56,0.15580257877926326,0.16971584209063897,0.004400604561476957,0.1284756540518215,0.0008598484479246762,b2_V26,b2,V26,gfa,Arcuate_Fasciculus_R
57,0.09955234755721183,0.09714804830570219,0.00046412192774531266,0.15926805317757653,2.3279760868453882e-36,b2_V27,b2,V27,iso,Arcuate_Fasciculus_R
58,0.09955234755721183,0.09956817617160296,0.00015177017092636387,0.15926805317757653,1.881097447356699e-24,b2_V28,b2,V28,rdi,Arcuate_Fasciculus_R
59,0.09955234755721183,0.09959817913480414,0.0,0.15926805317757653,3.054812606793897e-13,b2_V29,b2,V29,nrdi02L,Arcuate_Fasciculus_R
60,0.09955234755721183,0.09961453619272051,8.203106366461247e-05,0.15926805317757653,1.3656573051102892e-16,b2_V30,b2,V30,nrdi04L,Arcuate_Fasciculus_R
61,0.09955234755721183,0.09971275307810389,0.0008480389905725065,0.15926805317757653,6.341647783576312e-36,b2_V31,b2,V31,nrdi06L,Arcuate_Fasciculus_R
62,0.14132008330201457,0.15082587452864504,0.0003737392864853128,0.1116647062769826,0.0002357591393379123,b3_V1,b3,V1,NumberOfTracts,Cingulum_Frontal_Parahippocampal_L
63,0.07892325939385944,0.06662236417511852,0.0001140385976634841,0.11938120330447077,6.38099011981809e-13,b3_V2,b3,V2,MeanLength,Cingulum_Frontal_Parahippocampal_L
64,0.09955234755721183,0.09898202096800655,0.0015133690924005606,0.15926805317757653,0.02467506259439388,b3_V3,b3,V3,Span,Cingulum_Frontal_Parahippocampal_L
65,0.06811465605770446,0.06073045422795551,0.007723664218431961,0.0927253514705997,4.1407048990895045e-05,b3_V4,b3,V4,Curl,Cingulum_Frontal_Parahippocampal_L
66,0.10767088982698889,0.12252551101160518,0.00031237374531140234,0.15926805317757653,1.710747249362989e-13,b3_V5,b3,V5,Elongation,Cingulum_Frontal_Parahippocampal_L
67,0.09955234755721183,0.0854523890321971,0.002152396782240234,0.15926805317757653,1.2787865836650918e-07,b3_V6,b3,V6,Diameter,Cingulum_Frontal_Parahippocampal_L
68,0.09955234755721183,0.09774793978858033,0.00030391267459549105,0.15815202853741223,0.00041009234667704767,b3_V7,b3,V7,Volume,Cingulum_Frontal_Parahippocampal_L
69,0.09955234755721183,0.0997299604467036,0.000965015695152925,0.15926805317757653,0.000799773339021722,b3_V8,b3,V8,TrunkVolume,Cingulum_Frontal_Parahippocampal_L
70,0.09955234755721183,0.09607400683801536,0.0009745659943083673,0.1555479710436942,2.320237044493149e-09,b3_V9,b3,V9,BranchVolume,Cingulum_Frontal_Parahippocampal_L
71,0.09955234755721183,0.08984189181792644,0.0003377816670136177,0.15926805317757653,7.880834861481851e-14,b3_V10,b3,V10,TotalSurfaceArea,Cingulum_Frontal_Parahippocampal_L
72,0.09955234755721183,0.1111103243537354,0.00041224588141357526,0.15778002032402358,7.083649496074212e-05,b3_V11,b3,V11,TotalRadiusOfEndRegions,Cingulum_Frontal_Parahippocampal_L
73,0.09955234755721183,0.12035663063699277,0.0008575702857396513,0.15629198747047066,0.004507827137682614,b3_V12,b3,V12,TotalAreaOfEndRegions,Cingulum_Frontal_Parahippocampal_L
74,0.09946510299505015,0.07403516436135678,0.0007124318847107652,0.15500356878019989,3.3720606776672545e-10,b3_V13,b3,V13,Irregularity,Cingulum_Frontal_Parahippocampal_L
75,0.10509738523526946,0.12182825684145018,0.0001698502202656563,0.12622088151889757,6.148061022618797e-08,b3_V14,b3,V14,AreaOfEndRegion1,Cingulum_Frontal_Parahippocampal_L
76,0.09955234755721183,0.11458963635061784,0.00048418412943545267,0.15926805317757653,9.492696946239354e-09,b3_V15,b3,V15,RadiusOfEndRegion1,Cingulum_Frontal_Parahippocampal_L
77,0.09955234755721183,0.10316055745818728,5.5462530333899285e-05,0.15926805317757653,1.9465264276960166e-05,b3_V16,b3,V16,IrregularityofEndRegion1,Cingulum_Frontal_Parahippocampal_L
78,0.09955234755721183,0.11582329684938449,0.003457746845329182,0.15926805317757653,8.343784574737384e-09,b3_V17,b3,V17,AreaOfEndRegion2,Cingulum_Frontal_Parahippocampal_L
79,0.09955234755721183,0.103519876595041,0.00048482205264144837,0.157780020324024,8.692439120797169e-11,b3_V18,b3,V18,RadiusOfEndRegion2,Cingulum_Frontal_Parahippocampal_L
80,0.09955234755721183,0.09885293100719529,0.0007757054652292149,0.15926805317757653,1.704243475407381e-09,b3_V19,b3,V19,IrregularityofEndRegion2,Cingulum_Frontal_Parahippocampal_L
81,0.09955234755721183,0.09682475063608427,0.00016287805814685436,0.15926805317757653,7.038476167778215e-09,b3_V20,b3,V20,qa,Cingulum_Frontal_Parahippocampal_L
82,0.09955234755721183,0.09717107375294293,0.0005601878264096561,0.15926805317757653,2.3891863746537385e-15,b3_V21,b3,V21,nqa,Cingulum_Frontal_Parahippocampal_L
83,0.09016560321992526,0.07757144229604998,0.0011890389839547338,0.14757878482813108,4.1755519690042434e-08,b3_V22,b3,V22,dti_fa,Cingulum_Frontal_Parahippocampal_L
84,0.10744744931105868,0.1141826742580395,0.00011425396869325638,0.15145588069642366,1.680786621674578e-14,b3_V23,b3,V23,md,Cingulum_Frontal_Parahippocampal_L
85,0.10625796467998021,0.11318070736831132,0.001298073025016993,0.15517596283030638,6.748423521986589e-09,b3_V24,b3,V24,ad,Cingulum_Frontal_Parahippocampal_L
86,0.10678247040841829,0.11416949207121241,0.0026910424870734027,0.15033985605625855,9.804162456611265e-13,b3_V25,b3,V25,rd,Cingulum_Frontal_Parahippocampal_L
87,0.09955234755721183,0.11164458153431008,0.0006705061460593261,0.15926805317757653,1.9502247918843788e-18,b3_V26,b3,V26,gfa,Cingulum_Frontal_Parahippocampal_L
88,0.09955234755721183,0.09311527550420967,0.0,0.1588960449641887,1.7499895573672736e-06,b3_V27,b3,V27,iso,Cingulum_Frontal_Parahippocampal_L
89,0.09955234755721183,0.09328699713380734,0.00015303961537601208,0.15926805317757653,1.0190244460800912e-09,b3_V28,b3,V28,rdi,Cingulum_Frontal_Parahippocampal_L
90,0.09955234755721183,0.09374907431874935,0.0011953302939611279,0.15926805317757653,1.1173443346191373e-19,b3_V29,b3,V29,nrdi02L,Cingulum_Frontal_Parahippocampal_L
91,0.09955234755721183,0.09410615945317312,0.00026597192470660945,0.15926805317757653,2.2010083320141046e-11,b3_V30,b3,V30,nrdi04L,Cingulum_Frontal_Parahippocampal_L
92,0.09955234755721183,0.0949317934283608,0.0,0.15852403675080007,8.749607287361071e-10,b3_V31,b3,V31,nrdi06L,Cingulum_Frontal_Parahippocampal_L
93,0.07578446840196724,0.0685915011145506,0.0013809995436303805,0.14106254353468506,0.016078110384196823,b4_V1,b4,V1,NumberOfTracts,Cingulum_Frontal_Parahippocampal_R
94,0.07756414975245852,0.0647220006475922,0.0005005490947765829,0.15259590586648408,6.266270230929571e-07,b4_V2,b4,V2,MeanLength,Cingulum_Frontal_Parahippocampal_R
95,0.09955234755721183,0.08061898834991939,0.00021513439615989226,0.15852403675080007,4.540438815660208e-10,b4_V3,b4,V3,Span,Cingulum_Frontal_Parahippocampal_R
96,0.09245376549055291,0.07436852468712213,0.002897898390760812,0.15926805317757653,1.8289078105423342e-14,b4_V4,b4,V4,Curl,Cingulum_Frontal_Parahippocampal_R
97,0.09955234755721183,0.08952074052116489,0.0004313336132663157,0.1019787883157912,1.1201970623900946e-08,b4_V5,b4,V5,Elongation,Cingulum_Frontal_Parahippocampal_R
98,0.1018444628318658,0.1149704724587616,0.0006733579910369933,0.09132497560951895,5.090905149877864e-08,b4_V6,b4,V6,Diameter,Cingulum_Frontal_Parahippocampal_R
99,0.09955234755721183,0.10487974562853734,0.0006321120167138935,0.09241559481072079,1.4827587419765951e-21,b4_V7,b4,V7,Volume,Cingulum_Frontal_Parahippocampal_R
100,0.13030007214018166,0.1225639724788945,0.002955953871817128,0.09990962825350921,2.1085864625336078e-16,b4_V8,b4,V8,TrunkVolume,Cingulum_Frontal_Parahippocampal_R
101,0.09894279513032185,0.07739027421210246,0.001919753259891575,0.15926805317757653,1.2044376026946878e-06,b4_V9,b4,V9,BranchVolume,Cingulum_Frontal_Parahippocampal_R
102,0.09955234755721183,0.09699022181121494,0.000922707205371983,0.14327170000188336,1.0509413899153099e-15,b4_V10,b4,V10,TotalSurfaceArea,Cingulum_Frontal_Parahippocampal_R
103,0.09955234755721183,0.09422797960314358,0.008074566516816853,0.1588960449641887,3.1374804453175078e-12,b4_V11,b4,V11,TotalRadiusOfEndRegions,Cingulum_Frontal_Parahippocampal_R
104,0.09955234755721183,0.11274303152595168,0.00016628138954588676,0.0950354260110467,7.354822657978217e-14,b4_V12,b4,V12,TotalAreaOfEndRegions,Cingulum_Frontal_Parahippocampal_R
105,0.09955234755721183,0.11420344926806333,0.0012456769616809291,0.15368792997675304,4.306894950718566e-07,b4_V13,b4,V13,Irregularity,Cingulum_Frontal_Parahippocampal_R
106,0.09955234755721183,0.08908886285466668,0.0003815865887094287,0.10097778610257994,2.0981246190772864e-05,b4_V14,b4,V14,AreaOfEndRegion1,Cingulum_Frontal_Parahippocampal_R
107,0.09955234755721183,0.09600266666548508,0.0026247783158486297,0.15926805317757653,4.145748658618465e-09,b4_V15,b4,V15,RadiusOfEndRegion1,Cingulum_Frontal_Parahippocampal_R
108,0.08256457244964062,0.0737672964599838,0.0031730319902425674,0.15926805317757653,2.1207182203466955e-07,b4_V16,b4,V16,IrregularityofEndRegion1,Cingulum_Frontal_Parahippocampal_R
109,0.09955234755721183,0.12195981981714726,0.00012675177006670374,0.1056988704496731,1.0623579986953164e-07,b4_V17,b4,V17,AreaOfEndRegion2,Cingulum_Frontal_Parahippocampal_R
110,0.09955234755721183,0.09522926382061922,0.003840189883069643,0.15926805317757653,2.7245587968246134e-06,b4_V18,b4,V18,RadiusOfEndRegion2,Cingulum_Frontal_Parahippocampal_R
111,0.10489265434420289,0.10491619826556882,0.001517467523761782,0.15852403675080007,0.00011250763782679341,b4_V19,b4,V19,IrregularityofEndRegion2,Cingulum_Frontal_Parahippocampal_R
112,0.10487128544253047,0.12100014536008123,0.00551144726932019,0.14211391984319607,1.2114010188922284e-07,b4_V20,b4,V20,qa,Cingulum_Frontal_Parahippocampal_R
113,0.09999242422926286,0.12196554735411054,0.0016780962708851635,0.08978891918160664,3.0262907749207823e-06,b4_V21,b4,V21,nqa,Cingulum_Frontal_Parahippocampal_R
114,0.09955234755721183,0.10881382657912488,0.0002765307223675434,0.13408651259121823,1.455353732369812e-20,b4_V22,b4,V22,dti_fa,Cingulum_Frontal_Parahippocampal_R
115,0.09955234755721183,0.09708835469740046,0.0015774358551123697,0.15909565912747003,0.002503184704330979,b4_V23,b4,V23,md,Cingulum_Frontal_Parahippocampal_R
116,0.09955234755721183,0.1079804340025864,0.00159965649127132,0.15926805317757653,3.599554728797109e-08,b4_V24,b4,V24,ad,Cingulum_Frontal_Parahippocampal_R
117,0.09955234755721183,0.0925636303437969,0.0008189441024435689,0.11509064703690455,0.00011858074153360628,b4_V25,b4,V25,rd,Cingulum_Frontal_Parahippocampal_R
118,0.13060318958597322,0.12922761397201477,0.00010361947157896027,0.12448653478432334,5.37399960171692e-28,b4_V26,b4,V26,gfa,Cingulum_Frontal_Parahippocampal_R
119,0.09955234755721183,0.10374617568461665,0.0,0.15926805317757653,3.2654542795279205e-25,b4_V27,b4,V27,iso,Cingulum_Frontal_Parahippocampal_R
120,0.09955234755721183,0.10428037406766297,0.0,0.15926805317757653,3.869925787180394e-12,b4_V28,b4,V28,rdi,Cingulum_Frontal_Parahippocampal_R
121,0.09955234755721183,0.10452221984006625,0.00014795877235454982,0.15926805317757653,2.528960869275195e-07,b4_V29,b4,V29,nrdi02L,Cingulum_Frontal_Parahippocampal_R
122,0.09955234755721183,0.10467770745554873,0.000783496459882222,0.15926805317757653,2.263430826958483e-15,b4_V30,b4,V30,nrdi04L,Cingulum_Frontal_Parahippocampal_R
123,0.09955234755721183,0.10506338849490082,9.21287236327916e-05,0.15926805317757653,7.5780709019746805e-25,b4_V31,b4,V31,nrdi06L,Cingulum_Frontal_Parahippocampal_R
124,0.1101479462071901,0.11667629768840439,0.00034213381238197506,0.15145588069642407,3.299093382855429e-11,b5_V1,b5,V1,NumberOfTracts,Cingulum_Frontal_Parietal_L
125,0.09955234755721183,0.10209331800732915,0.00019288356532368216,0.154443946668478,7.312917164482267e-08,b5_V2,b5,V2,MeanLength,Cingulum_Frontal_Parietal_L
126,0.10324026313312724,0.11012544646384737,0.0011859291101299152,0.13779791761044516,2.001038532893872e-15,b5_V3,b5,V3,Span,Cingulum_Frontal_Parietal_L
127,0.0936087269941499,0.07426595334239455,0.00248765480710187,0.15763484638709152,0.016448760114111866,b5_V4,b5,V4,Curl,Cingulum_Frontal_Parietal_L
128,0.09955234755721183,0.09586428089077964,0.0075161837967403534,0.15926805317757653,4.732780639988297e-05,b5_V5,b5,V5,Elongation,Cingulum_Frontal_Parietal_L
129,0.09955234755721183,0.10945841307674545,0.0003508506594144368,0.1588960449641887,5.438399617392049e-08,b5_V6,b5,V6,Diameter,Cingulum_Frontal_Parietal_L
130,0.09955234755721183,0.11340064680263441,0.0003182450668299513,0.15629198747047066,1.165383454826903e-31,b5_V7,b5,V7,Volume,Cingulum_Frontal_Parietal_L
131,0.09955234755721183,0.11005596432944077,0.00039596964133225887,0.15926805317757653,1.406363301258506e-15,b5_V8,b5,V8,TrunkVolume,Cingulum_Frontal_Parietal_L
132,0.09955234755721183,0.10046141234615567,0.0018726967954395852,0.14607537165888188,4.309655868953547e-08,b5_V9,b5,V9,BranchVolume,Cingulum_Frontal_Parietal_L
133,0.09955234755721183,0.10367334243946884,0.0015036466727755555,0.15926805317757653,2.913763131397048e-10,b5_V10,b5,V10,TotalSurfaceArea,Cingulum_Frontal_Parietal_L
134,0.09736065167631709,0.07968200062911951,0.0006435371131605407,0.14283185089104383,0.00017661088634771336,b5_V11,b5,V11,TotalRadiusOfEndRegions,Cingulum_Frontal_Parietal_L
135,0.09955234755721183,0.09108009664317464,0.00037754283478707516,0.15986689566742132,3.901193445526355e-06,b5_V12,b5,V12,TotalAreaOfEndRegions,Cingulum_Frontal_Parietal_L
136,0.09626161935726328,0.07495250615545496,0.0006169191883746931,0.07394931775261915,2.2619116392215435e-06,b5_V13,b5,V13,Irregularity,Cingulum_Frontal_Parietal_L
137,0.09955234755721183,0.11474162779543311,0.0024426864744237567,0.15591997925708284,1.754114084206811e-12,b5_V14,b5,V14,AreaOfEndRegion1,Cingulum_Frontal_Parietal_L
138,0.09955234755721183,0.0823098079869466,0.0007950313233074484,0.14311340457449823,5.068311917580772e-06,b5_V15,b5,V15,RadiusOfEndRegion1,Cingulum_Frontal_Parietal_L
139,0.05217090357400173,0.03880991472287708,0.0008324515827444965,0.1210636047221433,4.206716133306695e-13,b5_V16,b5,V16,IrregularityofEndRegion1,Cingulum_Frontal_Parietal_L
140,0.09955234755721183,0.07482814318286052,0.00010293932748854239,0.13919482499992475,1.7125312181290951e-35,b5_V17,b5,V17,AreaOfEndRegion2,Cingulum_Frontal_Parietal_L
141,0.09955234755721183,0.0863747622641067,0.0007168424640886723,0.15852403675080007,0.0018065806199766834,b5_V18,b5,V18,RadiusOfEndRegion2,Cingulum_Frontal_Parietal_L
142,0.13972201030293305,0.15387476163078617,0.00027787920423064767,0.08490016212299759,1.200273460172475e-10,b5_V19,b5,V19,IrregularityofEndRegion2,Cingulum_Frontal_Parietal_L
143,0.09955234755721183,0.11009826502630198,0.0003880624661624289,0.14810780677592955,3.5067066301292406e-06,b5_V20,b5,V20,qa,Cingulum_Frontal_Parietal_L
144,0.09955234755721183,0.11118393779494544,0.001386508838935864,0.14108543634781698,5.75420191585905e-10,b5_V21,b5,V21,nqa,Cingulum_Frontal_Parietal_L
145,0.09955234755721183,0.08186412816568135,0.0020425225269095973,0.15912287924064486,4.119844286887586e-09,b5_V22,b5,V22,dti_fa,Cingulum_Frontal_Parietal_L
146,0.09955234755721183,0.10166854125376781,0.00013398288593511907,0.1588960449641887,0.0006926121891329796,b5_V23,b5,V23,md,Cingulum_Frontal_Parietal_L
147,0.09301202375814578,0.08953937697149289,0.0013147677981282509,0.15778002032402358,0.011142633565141393,b5_V24,b5,V24,ad,Cingulum_Frontal_Parietal_L
148,0.09955234755721183,0.10756705091723617,0.0007494239046865209,0.15926805317757653,2.6101297303041773e-05,b5_V25,b5,V25,rd,Cingulum_Frontal_Parietal_L
149,0.09955234755721183,0.08862572571768947,0.0005746735797516849,0.15517596283030555,2.0809504824506747e-18,b5_V26,b5,V26,gfa,Cingulum_Frontal_Parietal_L
150,0.09955234755721183,0.10781159166018199,0.0,0.15926805317757653,9.288871841074263e-23,b5_V27,b5,V27,iso,Cingulum_Frontal_Parietal_L
151,0.09955234755721183,0.10838819258182056,0.0,0.15778002032402358,0.0,b5_V28,b5,V28,rdi,Cingulum_Frontal_Parietal_L
152,0.09955234755721183,0.10856717463459611,0.00016922098819282155,0.1588960449641887,6.721367613316749e-09,b5_V29,b5,V29,nrdi02L,Cingulum_Frontal_Parietal_L
153,0.09955234755721183,0.10866420983933266,0.00013374242250110247,0.1588960449641887,2.2620398762261293e-11,b5_V30,b5,V30,nrdi04L,Cingulum_Frontal_Parietal_L
154,0.09955234755721183,0.10887956005237799,6.90234025687358e-05,0.15926805317757653,0.005906783218906677,b5_V31,b5,V31,nrdi06L,Cingulum_Frontal_Parietal_L
155,0.09956227462958667,0.10946632568046649,0.0009038745002309927,0.12504329754585997,4.4918759768627516e-09,b6_V1,b6,V1,NumberOfTracts,Cingulum_Frontal_Parietal_R
156,0.12411153407200191,0.12554288331240807,0.0011539554818004788,0.14252768357510606,4.141781895386299e-08,b6_V2,b6,V2,MeanLength,Cingulum_Frontal_Parietal_R
157,0.10801028188628778,0.11128583994230276,0.0003367122022923613,0.15926805317757653,1.342746077889191e-08,b6_V3,b6,V3,Span,Cingulum_Frontal_Parietal_R
158,0.10714085478432915,0.1362462342621796,0.003609495095044737,0.13128731232750004,3.9576576136533937e-25,b6_V4,b6,V4,Curl,Cingulum_Frontal_Parietal_R
159,0.09955234755721183,0.11561850984236591,0.0008649473918811173,0.1588960449641887,7.010941967863119e-09,b6_V5,b6,V5,Elongation,Cingulum_Frontal_Parietal_R
